"day_pos","date_time","date_time_exp","sent_num","text"
6,"2016-09-18 12:01:31","2016-09-18 12:00:00",-1,"Buy Lego was the best and worst decision ever. It's creative but order it and put circa 30 models back together is nightmare #n #xpb"
7,"2016-09-18 13:22:30","2016-09-18 12:45:00",-1,"It's almost ordered in three big boxes, two small boxes and it's still not enough. And almost here is tricky I can spend more time  #n #xpb"
8,"2016-09-18 13:54:04","2016-09-18 13:30:00",1,"I packed the Lego down and taking a break from it. And going to relax before lunch. Then I will either watch some movie or work #p #xpb"
9,"2016-09-18 14:36:29","2016-09-18 14:15:00",1,"Lunch! Brightest moment of my day! Having typical meal from my youth dumpling pieces with egg and sweet sour cucumber #p #xpb"
10,"2016-09-18 15:39:37","2016-09-18 15:00:00",1,"Homeworks with kids done and I can return to relax. I have enough since I am really sleepy and my blood pressure is low #p #xpb"
11,"2016-09-18 16:14:56","2016-09-18 15:45:00",1,"Walker and Balanse games are cool. Something what is not such new, but I just discovered it and playing like hell #p #xpb"
12,"2016-09-18 17:39:37","2016-09-18 17:15:00",1,"I felt a sleep because I have been lot of sleepy and after one hour of sleep I feel better and I can get out from bed #p #xpb"
13,"2016-09-18 18:14:14","2016-09-18 18:00:00",1,"I have downloaded comedy The Brand New Testament that God exists living in Brussels and he is really bitter guy who invents rules #p #xpb"
14,"2016-09-18 18:57:51","2016-09-18 18:45:00",-1,"Movie is interesting but we are still waiting for the plot. Meanwhile is daughter complaining about stomachache, we will observe her #n #xpb"
15,"2016-09-18 19:32:10","2016-09-18 19:30:00",1,"Son is like Tasmania devil. He cannot stand a moment and shower him is more than one can make. But successfully done for today #p #xpb"
16,"2016-09-18 20:28:50","2016-09-18 20:15:00",1,"Movie is really good it is club movie about absurdity of life. And I like it because it remains me another movies which I have seen #p #xpb"
17,"2016-09-18 21:06:04","2016-09-18 21:00:00",1,"And result from the movie is that God is woman. And there is 18 apostolics like players in the basketball. It was a great movie #p #xpb"
18,"2016-09-18 21:47:19","2016-09-18 21:45:00",1,"Watching another movie about Christmas family reunion. And meanwhile daughter came to our bed and she is enjoying the movie with us #p #xpb"
19,"2016-09-18 22:33:01","2016-09-18 22:30:00",1,"Daughter is funny when she laying between us and watching movie with us. She has lot of funny calls and I need to remember it #p #xpb"
20,"2016-09-18 23:27:02","2016-09-18 23:15:00",1,"Work with #smalldata gives me enough time to focus on data and not on technologies which I need to use to process it to look into it #p #xpb"
21,"2016-09-19 00:25:30","2016-09-18 23:59:59",1,"Continue with my second week Data Mining with Weka and looking forward to finish it tonight and then focus on Mid-term assasment #p #xpb"
1,"2016-09-19 08:01:08","2016-09-19 07:30:00",1,"Today is hurry morning. What is good that blood pressure is for one first measurement for the first time below limits #p #xpb"
2,"2016-09-19 08:17:08","2016-09-19 08:15:00",1,"I somehow miraculously caught my regular daily train. I don't know how it happened because I wasn't looking at the time #p #xpb"
3,"2016-09-19 09:16:29","2016-09-19 09:00:00",1,"Status is over. College who I need came little bit later to the work so we can solve problem which I am facing with finally today #p #xpb"
4,"2016-09-19 10:19:30","2016-09-19 09:45:00",-1,"I am feeling somehow slow and sleepy maybe the pills for blood pressure reduction is making me slow I don't know I cannot measure it #n #xpb"
5,"2016-09-19 10:46:53","2016-09-19 10:30:00",1,"Step by step achieve improvements in the staff which is not working. College is curious about problems because for him it's mystery #p #xpb"
6,"2016-09-19 11:30:57","2016-09-19 11:15:00",-1,"I am terribly hungry so big lunch for me is a must. And I also need some coke or something to increase my sugar in the blood #n #xpb"
7,"2016-09-19 12:51:58","2016-09-19 12:45:00",1,"Lunch was pretty good idea. I am feeling much better. And it would be a even better if I could finish at least three tasks today #p #xpb"
8,"2016-09-19 13:30:56","2016-09-19 13:30:00",-1,"Debugging SQL and I am going to call a doctor which I need to order son for regular check. I hope I will make it this time #n #xpb"
9,"2016-09-19 14:27:15","2016-09-19 14:15:00",1,"Problem with SQL found and first mapping has been successfully running so I can test another and then find some more difficult cases #p #xpb"
10,"2016-09-19 15:06:02","2016-09-19 15:00:00",1,"I make college happy with better documentation of not only developers utilities. It is better now and everybody can simply use it #p #xpb"
11,"2016-09-19 15:46:14","2016-09-19 15:45:00",-1,"I need to finish second task and then run home because I need to take car into service for inspection what is wrong with it #n #xpb"
12,"2016-09-19 16:38:46","2016-09-19 16:30:00",1,"Back at home eating dinner and then I need to go to the car service. And then I hope is calm evening with study for my PhD #p #xpb"
13,"2016-09-19 17:41:18","2016-09-19 17:15:00",-1,"Back from the car service. Clear what's wrong would be tomorrow at the same time. I hope so. Because it's not clear #n #xpb"
14,"2016-09-19 18:20:11","2016-09-19 18:00:00",1,"I need to move a bit with research today and also study. So let's finish second week with Data Mining with Weka and analyze data #p #xpb"
15,"2016-09-19 18:51:10","2016-09-19 18:45:00",1,"Downloading Veep series since it won Emmys then it's candidate for watching. It would be good to watch comedy every evening #p #xpb"
16,"2016-09-19 19:19:16","2016-09-19 18:45:00",1,"It looks like good series. Kids eats dinner and meanwhile we can piecefully watch. Till they will be finish and we put them in beds #p #xpb"
17,"2016-09-19 19:47:06","2016-09-19 19:30:00",-1,"Reading about implant NFC chip and thinking about it but current applications are useless Nonstandard door and pc locks are nonsense #n #xpb"
18,"2016-09-19 20:22:21","2016-09-19 20:15:00",-1,"This implant for control of the home automation system would be terrific, but I am afraid there is no proper application yet #n #xpb"
19,"2016-09-19 21:31:40","2016-09-19 21:00:00",1,"@GoPro #Karma is nice product, but in Swiss francs is little bit more than I am willing to pay for it so I will wait for lower price #p #xpb"
20,"2016-09-19 22:04:01","2016-09-19 21:45:00",-1,"Sometimes it's really difficult to describe what I do or how I feel especially when I am at home laying in the bed and doing nothing #n #xpb"
21,"2016-09-19 23:12:22","2016-09-19 22:30:00",-1,"Trying to communicate my PhD study with professor. I don't know him well so I don't know how to communicate with him #n #xpb"
22,"2016-09-19 23:41:30","2016-09-19 23:15:00",1,"Talking to friend across the city over Skype. It's long time since we seen each other at least a month almost two #p #xpb"
23,"2016-09-20 00:12:42","2016-09-19 23:59:59",1,"Last tweet today. Trying to finish Weka lessons activity and meanwhile chatting with friend. I would like to close the 2nd week #p #xpb"
1,"2016-09-20 07:53:47","2016-09-20 07:30:00",-1,"Just Tuesday. So far this week is boring and stressful I am interested about results from car check I hope it wouldn't be expensive #n #xpb"
2,"2016-09-20 08:17:01","2016-09-20 08:15:00",1,"Train is again late for me. I have suspicious that some is doing it for purpose. Just kidding. But it's nice to go by regular train #p #xpb"
3,"2016-09-20 09:36:39","2016-09-20 09:00:00",1,"Dealing with the simple task which has to be done just based on existing Metadata. It's just about select and prepare SQL statement #p #xpb"
4,"2016-09-20 10:30:54","2016-09-20 10:30:00",-1,"Again forgot to mention my feelings and activity in tweet It's really difficult to keep on the track whole day and achieve 23 tweets #n #xpb"
5,"2016-09-20 11:44:06","2016-09-20 11:15:00",1,"Today is nobody who should go with me to have lunch so I grabbed baguette and muffin. It's not healthier lunch but it's tasty  #p #xpb"
6,"2016-09-20 12:04:16","2016-09-20 12:00:00",1,"Watching @GoPro lunch event for Hero 5 and Karma drone. It's magnificent how they are trying to simplify it especially video editing #p #xpb"
7,"2016-09-20 13:16:12","2016-09-20 12:45:00",1,"Doing some calls about how to deal with car diagnosis and follow up repair and also about to arrange meeting in language school #p #xpb"
8,"2016-09-20 14:09:57","2016-09-20 13:30:00",1,"Discussed design solution with colleague which is brilliant and we need to adapt it later into the framework implementation #p #xpb"
9,"2016-09-20 14:34:08","2016-09-20 14:15:00",1,"Arranged appointment in @berlitz_de for Friday lunchtime so I can see the options which I have with company budget to learn German #p #xpb"
10,"2016-09-20 15:00:32","2016-09-20 15:00:00",-1,"Dealing with another crucial task which is necessary to finish as soon as possible to support next delivery package #n #xpb"
11,"2016-09-20 16:00:57","2016-09-20 15:45:00",1,"Just left work and going to car service to get to know what is wrong with the car. I hope it would be some trifle #p #xpb"
12,"2016-09-20 16:39:49","2016-09-20 16:30:00",1,"Eating goulash and will wait for pick up by friend who will take me to the car service. I am really interested what's the problem #p #xpb"
13,"2016-09-20 17:33:02","2016-09-20 17:15:00",1,"Car is completely OK. The check was priceless and I need to buy some bottle of scotch which or something as revenge #p #xpb"
14,"2016-09-20 18:03:54","2016-09-20 18:00:00",1,"Back at home. My wife agreed that we keep car and we will try to register it here and if it works then good if not we will sell it #p #xpb"
15,"2016-09-20 19:15:44","2016-09-20 18:45:00",1,"We picked up a Chinese food ordered take a way and kids are eating it in kitchen and we took it to the bed and will watch something #p #xpb"
16,"2016-09-20 19:59:25","2016-09-20 19:30:00",1,"After Skype with my wife's grandparents kids are going to take a shower and then we can finally relax with first episode of #Narcos #p #xpb"
17,"2016-09-20 20:44:43","2016-09-20 20:15:00",1,"I have downloaded first episode of #Narcos so I am really interested how good it would be. It was positively accepted by critics #p #xpb"
18,"2016-09-20 21:05:39","2016-09-20 21:00:00",-1,"Daughter doesn't want to sleep and she is squeaking like small animal. And for a moment when I came to calm her I felt a sleep #n #xpb"
19,"2016-09-20 22:13:31","2016-09-20 21:45:00",1,"I have packed daughter into blanket like the infant sleeps in the sleeping bag and she felt a sleep in fifteen minutes #p #xpb"
20,"2016-09-20 22:43:28","2016-09-20 22:30:00",-1,"I need to join to the customer's network and do some tests of framework so I can provide fully tested components to college tomorrow #n #xpb"
21,"2016-09-20 23:22:46","2016-09-20 23:15:00",-1,"Testing framework components and its partially working and partially not. Which is weird. And I need to find problem and describe it #n #xpb"
22,"2016-09-21 00:00:24","2016-09-20 23:59:59",1,"I have summarized all issues and progress. It's not went well, but at least I can give tasks to colleges which they can take a look #p #xpb"
1,"2016-09-21 08:03:31","2016-09-21 07:30:00",1,"It's nice morning. I am going with my son to kindergarten and then working in the morning from home. Then I have doctor appointment #p #xpb"
2,"2016-09-21 08:25:11","2016-09-21 08:15:00",1,"We drop Filip in kindergarten and we are going to buy some groceries and then I need to work from home to fix some problems #p #xpb"
3,"2016-09-21 09:29:55","2016-09-21 09:00:00",-1,"Really hurry morning. I have been working till late night and I am solving follow up issues connected to this work. It's too much #n #xpb"
4,"2016-09-21 10:03:43","2016-09-21 09:45:00",-1,"Going to exam by doctor. I am really interested what he would do with me. I hope it would be quick so I can get back to work #n #xpb"
5,"2016-09-21 10:30:35","2016-09-21 10:30:00",-1,"Sitting by the doctor and telling him my whole family diagnosis and meanwhile he has emergency call about other patient with college #n #xpb"
6,"2016-09-21 11:54:31","2016-09-21 11:15:00",1,"All the tests were OK. Also blood pressure and exercise test. Together with all the blood markers also ok. So let's get back to work #p #xpb"
7,"2016-09-21 12:34:46","2016-09-21 12:00:00",1,"I am back at work, respective in cafeteria and have baguette and salad for lunch. And sitting with colleagues and listening #p #xpb"
